id,textOriginal,authorChannelId,authorDisplayName,likeCount,publishedAt
9mzoAEVN9Et9mzotD_wXFp,Hallo juga. Jika untuk tugas sekolah. Silakan dek..,UCijjgmHdq8l_kJENqDcQy3Q,@AltheusFamily,1,2023-03-08T08:02:30Z
9lLrzdQSHwW9lPjiq1N3pL,"Wa'alaikumussalam. Iya, keren tempatnya dan rame banget saat masa liburan.",UCijjgmHdq8l_kJENqDcQy3Q,@AltheusFamily,1,2023-01-28T01:54:06Z
9kYBOr4COlK9kYMMSmDy-t,"Sangat bervariasi, Kak. Tergantung rute dan jumlah penumpang. Antara 350 s/d 650-an rb. Contohnya dapat dilihat di sini: https://www.merapiadventure.com/tour35-jeep-wisata-starting-tebing-breksi-prambanan.html",UCijjgmHdq8l_kJENqDcQy3Q,@AltheusFamily,1,2023-01-06T13:42:57Z
Ugw2th9Eg1yU96XPB8p4AaABAg,Penasaran dg photografer di breksi hanya pake hp low end tapi hasil kameranya bagus banget...itu pake software ato aplikasi apa ya ???,UCO8xQoGMbDdnW4EaOlM4GGA,@ardiansutoro6041,1,2022-12-24T02:24:58Z
9k-fRJSlQiw9k-mtTlkwhq,"Mungkin pakai pengaturan manual di kameranya jg, Kak.",UCijjgmHdq8l_kJENqDcQy3Q,@AltheusFamily,1,2022-12-24T03:30:07Z
UgwKU_VDBWkDJCXnEHR4AaABAg,semangat dok Fredy 😁,UCr1LBrLNOJOqSf8rSMoBr6g,@joebeniqno9465,1,2022-11-15T10:01:43Z
9iS3hTwrnW-9iS4FXveDhG,Terima kasih Bang Joe.,UCijjgmHdq8l_kJENqDcQy3Q,@AltheusFamily,1,2022-11-15T10:06:30Z
9hU-wTQa7179hUEep0Zf-Q,@@AltheusFamily in syaa Allah kalau pas mudik kak☺️,UCH_Inr4hN3rQOIY4Z_qySvg,@AlshaDiic,1,2022-10-22T09:44:33Z
UgwmHhGfrwUtFgkL1xp4AaABAg,Wahh...keren...minggu depan baru mau kesitu,UCrPicPmPJCPkdbT7Bp_jPSA,@wiwirahayuhadiwidjaya1857,1,2022-10-14T01:38:21Z
UgzU7KrDE4MTyGflI8h4AaABAg,Wisata yg lg hits diyogya. Murah meriah dan bagus bwt spot foto nih.,UCzo2Ap1IoNBqvSBqcbN4x6A,@ReviewTravel_Kuliner,1,2022-10-12T13:15:21Z
A2_K9yI7gdqA2bKc9Fn9DG,"Iya, Kak. Keren tempat wisatanya.",UCijjgmHdq8l_kJENqDcQy3Q,@AltheusFamily,1,2024-04-24T08:41:13Z
UgzB1YbjCEkgqU6Jp6Z4AaABAg,Waduh kapan kesini lagi ni mantap tempatnya,UC1hrQIANxTx9LECua5vPd0w,@andriherdiana7078,0,2024-03-19T05:02:38Z
9gmoSHxFCrK9gnm_r_6zow,"Iya, Kak. Banyak spot fotonya.",UCijjgmHdq8l_kJENqDcQy3Q,@AltheusFamily,0,2022-10-05T12:43:08Z
UgzdgAVrRPv-0Ew9AX94AaABAg,Weihhh... Bagus ya... Hehe.. Smoga kapan waktunya aku bisa ke sini...❤❤❤❤❤❤❤❤.,UCPtHPxwVLsrHQNbQwsAjdpA,@abdullatifbbs,0,2024-04-26T06:36:53Z
9gmkyxPJA6l9gnmLLpya_h,"Betul, Kak. Tempat wisata di Jogja bagus-bagus.",UCijjgmHdq8l_kJENqDcQy3Q,@AltheusFamily,0,2022-10-05T12:41:01Z
9h4gCTOd8ej9h674z93dM0,Asyik donk.,UCijjgmHdq8l_kJENqDcQy3Q,@AltheusFamily,0,2022-10-13T00:56:35Z
A19EzgMQ7D4A19gPWtNXlF,"Pas libur lebaran saja, Kak.",UCijjgmHdq8l_kJENqDcQy3Q,@AltheusFamily,0,2024-03-19T09:10:58Z
Ugzwp0ueALGqHN2KqvB4AaABAg,semi,UCIXwluF-PCj2MF9httYsh7A,@riadicakdi-hl2uy,0,2023-09-26T11:48:45Z
9hU-wTQa7179hU68FJxw9c,Ayo kak klo sempat main ke Tebing Breksi.,UCijjgmHdq8l_kJENqDcQy3Q,@AltheusFamily,0,2022-10-22T08:30:04Z
9h2VCE5y0AV9kDfNwJACsM,"Very wonderful, subhanallohiwalhamdulillahi wala ilaha illallohuwallohu Akbar",UCE0iNyvBdwZEMBQpIni3FPQ,@blibli8184,0,2022-12-29T12:53:52Z
9h4rpxgmf3P9h67218ibdQ,"Yup, bener bun.",UCijjgmHdq8l_kJENqDcQy3Q,@AltheusFamily,0,2022-10-13T00:56:11Z
Ugx84Idcz7ZYAYI44a54AaABAg,Kayaknya panas,UC0pVuhPtnwhg9fzqUjNGnGg,@johncurtin4700,0,2024-05-14T16:39:29Z
