id,textOriginal,authorChannelId,authorDisplayName,likeCount,publishedAt
9cCevCAfXBs9cKan2rTzkh,@@sopojenengku13 selalu jaga keselamatan  dan waspada kak 🙏🏻 dimanapun berada,UCaZqinMDETwTj3KmXKEcEMg,@diarydwiku,0,2022-06-16T09:17:16Z
9cCevCAfXBs9cEqT6TagAJ,Iyaa kak 🙏🏻🙏🏻,UCaZqinMDETwTj3KmXKEcEMg,@diarydwiku,0,2022-06-14T03:38:47Z
9jNHncJorA89p2ZCYegdBU,Kot istimewa,UCaZqinMDETwTj3KmXKEcEMg,@diarydwiku,0,2023-04-28T11:56:28Z
Ugwq7Q_ji8QlUNECHeN4AaABAg,Enak banget nongkrong di situ,UC5uZWftAhy8Rtn-P257ZGIg,@Fans_artis1,0,2024-06-30T17:05:18Z
9oaTDd-kcmD9p2ZGDmylIS,Bakalan serem gak sih kak,UCaZqinMDETwTj3KmXKEcEMg,@diarydwiku,0,2023-04-28T11:56:58Z
9oaY_NR3_hw9p2Z9onfG1S,Wahh.. seru banget jogja  istimewa 🙏🏻,UCaZqinMDETwTj3KmXKEcEMg,@diarydwiku,0,2023-04-28T11:56:06Z
9pZTCsT29xK9qCKdIVPVyw,Mantapp kak 🙏🏻,UCaZqinMDETwTj3KmXKEcEMg,@diarydwiku,0,2023-05-27T03:32:59Z
9pfrNqp8cpE9qCKVRwtnMm,Wahhh pasti setiap hari seruu yaa,UCaZqinMDETwTj3KmXKEcEMg,@diarydwiku,0,2023-05-27T03:31:46Z
9wZiu9X-8ev9xOzkJ46Ge-,Apalagi ada grimiss di malioboro.. semakin syahdu 🔥,UCaZqinMDETwTj3KmXKEcEMg,@diarydwiku,0,2023-11-22T01:11:36Z
UgzGEYe0pcwcXPfFeTJ4AaABAg,Gjckvjnhkvbbh❤❤❤,UCjyAfhwwiRrtHhfAKR4tJyg,@AryaWitama-se4cp,0,2024-06-07T15:49:20Z
UgzmyV38kKf0bxExnRt4AaABAg,Lagu nya bagus aku dari jogja,UCR-XaLChs6CXjAHuN91Qzeg,@Putra_gamingsebutsajaputra,0,2024-06-26T00:28:18Z
9ZrE4w1xpj-9cCewbkEbal,Ga nanya sih,UCkVeNPAjbzsfXeZGrV7Y7ow,@bontotgemink7148,0,2022-06-13T07:19:36Z
