id,textOriginal,authorChannelId,authorDisplayName,likeCount,publishedAt
UgzlSbzUZmuahlFEUPV4AaABAg,Syahdunya ❤❤❤,UCSw-k0tzwgPOe43YMvJQDIg,@Maduputra,1,2023-05-27T14:24:45Z
UgzJxfhzAWKFexfW_vx4AaABAg,Kangen Jogja tapi sayang banyak sahabat yang sudah almarhum 😢😢,UCrJVkFVWKTRYGL4bw9ICDrw,@hantorodwi9541,1,2023-04-30T05:46:40Z
UgwfPa9btUO6n6hY6cR4AaABAg,aw mu 😍,UCod-m-s-TKR4ELEoLAnn9UA,@junilevian6462,1,2023-05-25T15:36:27Z
UgyINORBPLdSwGl0-a54AaABAg,🤣🤣🤣🤣,UCrDqlhEleKEV3z_MTtMapQg,@donglemimagelang4154,1,2023-05-27T15:10:27Z
UgwuDxnQpqJ39Zz2x1R4AaABAg,Klw di jakarta kayaknya Udah ga ada taman dan tempat terbuka untuk ngopi ngopi kayak di Malioboro itu,UCaDxPYJxm6dNemrVMzky-ig,@syukronbarbathuly5892,1,2023-05-10T17:08:51Z
UgxcNvM6hVhWHD_1knF4AaABAg,Keren,UC_cpSLLh2BGeFnImAzax2kQ,@ionchanel,1,2023-05-01T03:58:51Z
Ugz7AymIJyQNdgOc5AR4AaABAg,Manap👍👍👍👍👍👏👏👏👏👏🌹🌹🌹🌹🌹🤝,UCrmDOS5S4HZ8_p2Ers64jeA,@yusup-wp6fr,1,2023-05-27T16:01:00Z
UgzFwq9FdGMF2pQKgwF4AaABAg,"Sholawat

https://youtu.be/lsMWRqLTNKg",UCEiA_M2JgUKJDGpUdV5OqDQ,@bilalbils1982,1,2023-05-24T09:32:17Z
UgzRHrJywF_tr9FOkg94AaABAg,Bagus bng'tttt 😊😊😊,UCYhR-8lmwmboIH1_ChPtRHA,@tehintan4891,1,2023-07-03T04:23:16Z
UgwcxQIVDZW_D9Xwb8t4AaABAg,Asik banget joget nya❤❤,UCkLh6gQsQwDu1bELNVstSRA,@imamkurnia.ibo579,1,2023-05-08T05:24:46Z
UgxMIIsmpZwdubTIvzp4AaABAg,kok Aku seneng liarnya terhibur banget,UCpNJnzY6-7I07LE59LSMtsg,@dedemarwati1589,1,2023-05-02T13:31:21Z
UgwpaGL6C1l_gpAu3b54AaABAg,Beraksi lagi dia,UCvNYdmTyD0W1k7cYEBN32KQ,@Sya_hi10,1,2023-05-30T04:42:52Z
9pPdk3UjNOV9q2QBas4QDm,Knp skrng kk,UCCqsORCxseRCncA4ulDRfZg,@Masisol03,1,2023-05-23T07:09:06Z
